model,layer,layer_idx,tile,orig_m,orig_n,orig_k,m,n,k,config,sa_size,sparsity,orig_macs,eff_macs,mac_reduction,cycles,cpu_us,match,npu_us
alexnet,__module.features.3/aten::_convolution/Convolution,3,7,32,32,32,28,18,25,0,32,0.4385,65536,25200,0.6155,69,84,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,8,32,32,32,28,18,25,0,32,0.4385,65536,25200,0.6155,69,48.7,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,9,32,32,32,28,22,25,0,32,0.3896,65536,30800,0.53,73,45.2,TRUE,1.042857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,10,32,32,32,28,13,25,0,32,0.4995,65536,18200,0.7223,64,105.6,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,11,32,32,32,28,18,25,0,32,0.4385,65536,25200,0.6155,69,67.1,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,12,32,32,32,28,17,25,0,32,0.4507,65536,23800,0.6368,68,52.7,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,13,32,32,32,31,18,20,0,32,0.5215,65536,22320,0.6594,67,53.3,TRUE,0.957142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,14,32,32,32,31,18,20,0,32,0.5215,65536,22320,0.6594,67,48.6,TRUE,0.957142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,15,32,32,32,31,22,20,0,32,0.4824,65536,27280,0.5837,71,42.8,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,16,32,32,32,31,13,20,0,32,0.5703,65536,16120,0.754,62,47.9,TRUE,0.885714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,17,32,32,32,31,18,20,0,32,0.5215,65536,22320,0.6594,67,339.7,TRUE,0.957142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,18,32,32,32,31,17,20,0,32,0.5312,65536,21080,0.6783,66,125.5,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,19,32,32,32,29,18,15,0,32,0.6558,65536,15660,0.761,60,174.7,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,20,32,32,32,29,18,15,0,32,0.6558,65536,15660,0.761,60,49.5,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,21,32,32,32,29,22,15,0,32,0.6265,65536,19140,0.7079,64,49,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,22,32,32,32,29,13,15,0,32,0.6924,65536,11310,0.8274,55,99.9,TRUE,0.785714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,23,32,32,32,29,18,15,0,32,0.6558,65536,15660,0.761,60,176.7,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,24,32,32,32,29,17,15,0,32,0.6631,65536,14790,0.7743,59,48.2,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,25,32,32,32,29,18,14,0,32,0.6787,65536,14616,0.777,59,49,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,26,32,32,32,29,18,14,0,32,0.6787,65536,14616,0.777,59,49.3,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,27,32,32,32,29,22,14,0,32,0.6514,65536,17864,0.7274,63,47.6,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,28,32,32,32,29,13,14,0,32,0.7129,65536,10556,0.8389,54,48,TRUE,0.771428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,29,32,32,32,29,18,14,0,32,0.6787,65536,14616,0.777,59,50.9,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,30,32,32,32,29,17,14,0,32,0.6855,65536,13804,0.7894,58,57.4,TRUE,0.828571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,31,32,32,32,32,18,18,0,32,0.5605,65536,20736,0.6836,66,38.4,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,32,32,32,32,32,18,18,0,32,0.5605,65536,20736,0.6836,66,39.1,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,33,32,32,32,32,22,18,0,32,0.5254,65536,25344,0.6133,70,49,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,34,32,32,32,32,13,18,0,32,0.6045,65536,14976,0.7715,61,38.3,TRUE,0.871428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,35,32,32,32,32,18,18,0,32,0.5605,65536,20736,0.6836,66,48.4,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,36,32,32,32,32,17,18,0,32,0.5693,65536,19584,0.7012,65,49,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,37,32,32,32,31,18,23,0,32,0.4497,65536,25668,0.6083,70,49.1,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,38,32,32,32,31,18,23,0,32,0.4497,65536,25668,0.6083,70,48.4,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,39,32,32,32,31,22,23,0,32,0.4048,65536,31372,0.5213,74,39.9,TRUE,1.057142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,40,32,32,32,31,13,23,0,32,0.5059,65536,18538,0.7171,65,45.9,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,41,32,32,32,31,18,23,0,32,0.4497,65536,25668,0.6083,70,49,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,42,32,32,32,31,17,23,0,32,0.4609,65536,24242,0.6301,69,48.3,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,43,32,32,32,32,18,28,0,32,0.3164,65536,32256,0.5078,76,157.4,TRUE,1.085714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,44,32,32,32,32,18,28,0,32,0.3164,65536,32256,0.5078,76,48.3,TRUE,1.085714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,45,32,32,32,32,22,28,0,32,0.2617,65536,39424,0.3984,80,49.7,TRUE,1.142857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,46,32,32,32,32,13,28,0,32,0.3848,65536,23296,0.6445,71,54.4,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,47,32,32,32,32,18,28,0,32,0.3164,65536,32256,0.5078,76,46,TRUE,1.085714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,48,32,32,32,32,17,28,0,32,0.3301,65536,30464,0.5352,75,40,TRUE,1.071428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,49,32,32,32,32,18,32,0,32,0.2188,65536,36864,0.4375,80,44.7,TRUE,1.142857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,50,32,32,32,32,18,32,0,32,0.2188,65536,36864,0.4375,80,45.4,TRUE,1.142857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,51,32,32,32,32,22,32,0,32,0.1562,65536,45056,0.3125,84,48.2,TRUE,1.2
alexnet,__module.features.3/aten::_convolution/Convolution,3,52,32,32,32,32,13,32,0,32,0.2969,65536,26624,0.5938,75,46.3,TRUE,1.071428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,53,32,32,32,32,18,32,0,32,0.2188,65536,36864,0.4375,80,48.6,TRUE,1.142857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,54,32,32,32,32,17,32,0,32,0.2344,65536,34816,0.4688,79,50,TRUE,1.128571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,55,32,32,32,28,18,27,0,32,0.3936,65536,27216,0.5847,71,83.3,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,56,32,32,32,28,18,27,0,32,0.3936,65536,27216,0.5847,71,49.6,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,57,32,32,32,28,22,27,0,32,0.3408,65536,33264,0.4924,75,128.2,TRUE,1.071428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,58,32,32,32,28,13,27,0,32,0.4595,65536,19656,0.7001,66,73.8,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,59,32,32,32,28,18,27,0,32,0.3936,65536,27216,0.5847,71,50,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,60,32,32,32,28,17,27,0,32,0.4067,65536,25704,0.6078,70,48,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,61,32,32,32,30,18,20,0,32,0.5312,65536,21600,0.6704,66,56.6,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,62,32,32,32,30,18,20,0,32,0.5312,65536,21600,0.6704,66,53.2,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,63,32,32,32,30,22,20,0,32,0.4922,65536,26400,0.5972,70,47.8,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,64,32,32,32,30,13,20,0,32,0.5801,65536,15600,0.762,61,69.3,TRUE,0.871428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,65,32,32,32,30,18,20,0,32,0.5312,65536,21600,0.6704,66,50,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,66,32,32,32,30,17,20,0,32,0.541,65536,20400,0.6887,65,331.5,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,67,32,32,32,28,18,15,0,32,0.6631,65536,15120,0.7693,59,49.2,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,68,32,32,32,28,18,15,0,32,0.6631,65536,15120,0.7693,59,55.8,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,69,32,32,32,28,22,15,0,32,0.6338,65536,18480,0.718,63,82.3,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,70,32,32,32,28,13,15,0,32,0.6997,65536,10920,0.8334,54,48.4,TRUE,0.771428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,71,32,32,32,28,18,15,0,32,0.6631,65536,15120,0.7693,59,237.4,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,72,32,32,32,28,17,15,0,32,0.6704,65536,14280,0.7821,58,49.2,TRUE,0.828571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,73,32,32,32,32,18,17,0,32,0.585,65536,19584,0.7012,65,135.1,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,74,32,32,32,32,18,17,0,32,0.585,65536,19584,0.7012,65,39.3,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,75,32,32,32,32,22,17,0,32,0.5518,65536,23936,0.6348,69,45.2,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,76,32,32,32,32,13,17,0,32,0.6265,65536,14144,0.7842,60,163.7,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,77,32,32,32,32,18,17,0,32,0.585,65536,19584,0.7012,65,49.4,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,78,32,32,32,32,17,17,0,32,0.5933,65536,18496,0.7178,64,86.2,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,79,32,32,32,31,18,18,0,32,0.5693,65536,20088,0.6935,65,42.6,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,80,32,32,32,31,18,18,0,32,0.5693,65536,20088,0.6935,65,49,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,81,32,32,32,31,22,18,0,32,0.5342,65536,24552,0.6254,69,50.4,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,82,32,32,32,31,13,18,0,32,0.6133,65536,14508,0.7786,60,50,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,83,32,32,32,31,18,18,0,32,0.5693,65536,20088,0.6935,65,49.5,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,84,32,32,32,31,17,18,0,32,0.5781,65536,18972,0.7105,64,115.3,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,85,32,32,32,30,18,23,0,32,0.4609,65536,24840,0.621,69,44.6,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,86,32,32,32,30,18,23,0,32,0.4609,65536,24840,0.621,69,137.3,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,87,32,32,32,30,22,23,0,32,0.416,65536,30360,0.5367,73,61.1,TRUE,1.042857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,88,32,32,32,30,13,23,0,32,0.5171,65536,17940,0.7263,64,47.4,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,89,32,32,32,30,18,23,0,32,0.4609,65536,24840,0.621,69,54.8,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,90,32,32,32,30,17,23,0,32,0.4722,65536,23460,0.642,68,62,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,91,32,32,32,29,18,25,0,32,0.4263,65536,26100,0.6017,70,47.4,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,92,32,32,32,29,18,25,0,32,0.4263,65536,26100,0.6017,70,48.1,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,93,32,32,32,29,22,25,0,32,0.3774,65536,31900,0.5132,74,48.2,TRUE,1.057142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,94,32,32,32,29,13,25,0,32,0.4873,65536,18850,0.7124,65,52.1,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,95,32,32,32,29,18,25,0,32,0.4263,65536,26100,0.6017,70,71.8,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,96,32,32,32,29,17,25,0,32,0.4385,65536,24650,0.6239,69,141.4,TRUE,0.985714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,97,32,32,32,26,18,21,0,32,0.5488,65536,19656,0.7001,63,45.2,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,98,32,32,32,26,18,21,0,32,0.5488,65536,19656,0.7001,63,48.9,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,99,32,32,32,26,22,21,0,32,0.5078,65536,24024,0.6334,67,78.9,TRUE,0.957142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,100,32,32,32,26,13,21,0,32,0.6001,65536,14196,0.7834,58,139.9,TRUE,0.828571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,101,32,32,32,26,18,21,0,32,0.5488,65536,19656,0.7001,63,75.4,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,102,32,32,32,26,17,21,0,32,0.5591,65536,18564,0.7167,62,49.8,TRUE,0.885714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,103,32,32,32,29,18,16,0,32,0.6328,65536,16704,0.7451,61,62.8,TRUE,0.871428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,104,32,32,32,29,18,16,0,32,0.6328,65536,16704,0.7451,61,162,TRUE,0.871428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,105,32,32,32,29,22,16,0,32,0.6016,65536,20416,0.6885,65,39.6,TRUE,0.928571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,106,32,32,32,29,13,16,0,32,0.6719,65536,12064,0.8159,56,45.5,TRUE,0.8
alexnet,__module.features.3/aten::_convolution/Convolution,3,107,32,32,32,29,18,16,0,32,0.6328,65536,16704,0.7451,61,125.8,TRUE,0.871428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,108,32,32,32,29,17,16,0,32,0.6406,65536,15776,0.7593,60,71.2,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,109,32,32,32,30,18,18,0,32,0.5781,65536,19440,0.7034,64,47.1,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,110,32,32,32,30,18,18,0,32,0.5781,65536,19440,0.7034,64,54.3,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,111,32,32,32,30,22,18,0,32,0.543,65536,23760,0.6375,68,92,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,112,32,32,32,30,13,18,0,32,0.6221,65536,14040,0.7858,59,39,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,113,32,32,32,30,18,18,0,32,0.5781,65536,19440,0.7034,64,50.8,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,114,32,32,32,30,17,18,0,32,0.5869,65536,18360,0.7198,63,49.6,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,115,32,32,32,28,18,20,0,32,0.5508,65536,20160,0.6924,64,108.1,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,116,32,32,32,28,18,20,0,32,0.5508,65536,20160,0.6924,64,39.4,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,117,32,32,32,28,22,20,0,32,0.5117,65536,24640,0.624,68,48,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,118,32,32,32,28,13,20,0,32,0.5996,65536,14560,0.7778,59,128.8,TRUE,0.842857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,119,32,32,32,28,18,20,0,32,0.5508,65536,20160,0.6924,64,49.4,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,120,32,32,32,28,17,20,0,32,0.5605,65536,19040,0.7095,63,45.3,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,121,32,32,32,30,18,22,0,32,0.4844,65536,23760,0.6375,68,46.8,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,122,32,32,32,30,18,22,0,32,0.4844,65536,23760,0.6375,68,98.9,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,123,32,32,32,30,22,22,0,32,0.4414,65536,29040,0.5569,72,90.9,TRUE,1.028571429
alexnet,__module.features.3/aten::_convolution/Convolution,3,124,32,32,32,30,13,22,0,32,0.5381,65536,17160,0.7382,63,48.1,TRUE,0.9
alexnet,__module.features.3/aten::_convolution/Convolution,3,125,32,32,32,30,18,22,0,32,0.4844,65536,23760,0.6375,68,60,TRUE,0.971428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,126,32,32,32,30,17,22,0,32,0.4951,65536,22440,0.6576,67,52.7,TRUE,0.957142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,127,32,32,32,29,18,26,0,32,0.4033,65536,27144,0.5858,71,47.5,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,128,32,32,32,29,18,26,0,32,0.4033,65536,27144,0.5858,71,127,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,129,32,32,32,29,22,26,0,32,0.3525,65536,33176,0.4938,75,58.1,TRUE,1.071428571
alexnet,__module.features.3/aten::_convolution/Convolution,3,130,32,32,32,29,13,26,0,32,0.4668,65536,19604,0.7009,66,89.2,TRUE,0.942857143
alexnet,__module.features.3/aten::_convolution/Convolution,3,131,32,32,32,29,18,26,0,32,0.4033,65536,27144,0.5858,71,40,TRUE,1.014285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,132,32,32,32,29,17,26,0,32,0.416,65536,25636,0.6088,70,47.8,TRUE,1
alexnet,__module.features.3/aten::_convolution/Convolution,3,133,25,32,32,22,18,22,0,32,0.5175,51200,17424,0.6597,60,39.1,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,134,25,32,32,22,18,22,0,32,0.5175,51200,17424,0.6597,60,61,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,135,25,32,32,22,22,22,0,32,0.4693,51200,21296,0.5841,64,38.9,TRUE,0.914285714
alexnet,__module.features.3/aten::_convolution/Convolution,3,136,25,32,32,22,13,22,0,32,0.5779,51200,12584,0.7542,55,66.8,TRUE,0.785714286
alexnet,__module.features.3/aten::_convolution/Convolution,3,137,25,32,32,22,18,22,0,32,0.5175,51200,17424,0.6597,60,39.7,TRUE,0.857142857
alexnet,__module.features.3/aten::_convolution/Convolution,3,138,25,32,32,22,17,22,0,32,0.5296,51200,16456,0.6786,59,45,TRUE,0.842857143
alexnet,__module.features.0/aten::_convolution/Convolution,4,1,32,32,32,32,19,32,0,32,0.2031,65536,38912,0.4062,81,159.7,TRUE,1.157142857
alexnet,__module.features.0/aten::_convolution/Convolution,4,2,32,32,32,32,16,32,0,32,0.25,65536,32768,0.5,78,50.2,TRUE,1.114285714
alexnet,__module.features.0/aten::_convolution/Convolution,4,3,32,32,32,32,19,32,0,32,0.2031,65536,38912,0.4062,81,58.7,TRUE,1.157142857
alexnet,__module.features.0/aten::_convolution/Convolution,4,4,32,32,32,32,16,32,0,32,0.25,65536,32768,0.5,78,174,TRUE,1.114285714
alexnet,__module.features.0/aten::_convolution/Convolution,4,5,32,32,32,32,19,32,0,32,0.2031,65536,38912,0.4062,81,176,TRUE,1.157142857
alexnet,__module.features.0/aten::_convolution/Convolution,4,6,32,32,32,32,16,32,0,32,0.25,65536,32768,0.5,78,78.8,TRUE,1.114285714
alexnet,__module.features.0/aten::_convolution/Convolution,4,7,32,32,32,32,19,32,0,32,0.2031,65536,38912,0.4062,81,43.9,TRUE,1.157142857
alexnet,__module.features.0/aten::_convolution/Convolution,4,8,32,32,32,32,16,32,0,32,0.25,65536,32768,0.5,78,48.6,TRUE,1.114285714
alexnet,__module.features.0/aten::_convolution/Convolution,4,9,32,32,32,32,19,32,0,32,0.2031,65536,38912,0.4062,81,46.8,TRUE,1.157142857
alexnet,__module.features.0/aten::_convolution/Convolution,4,10,32,32,32,32,16,32,0,32,0.25,65536,32768,0.5,78,50,TRUE,1.114285714
alexnet,__module.features.0/aten::_convolution/Convolution,4,11,9,32,32,9,19,32,0,32,0.3171,18432,10944,0.4062,58,18.7,TRUE,0.828571429
alexnet,__module.features.0/aten::_convolution/Convolution,4,12,9,32,32,9,16,32,1,16,0.3902,18432,9216,0.5,55,58.5,FALSE,0.785714286
